text,label
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.96382833}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like to do an alarm clock', 'confidence': 0.87730944}, {'transcript': 'I would like to do alarm clock'}, {'transcript': 'I would like a new alarm clock'}, {'transcript': 'I would like to do a alarm clock'}, {'transcript': 'I would like to do on alarm clock'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I have a doctor's appointment"", 'confidence': 0.94612759}, {'transcript': 'I think I have a doctors appointment'}, {'transcript': ""I think I have a doctors' appointment""}], 'final': True}",happy
"{'alternative': [{'transcript': 'maybe tomorrow it will be cold', 'confidence': 0.97203559}, {'transcript': 'tomorrow it will be cold'}, {'transcript': ""maybe tomorrow it'll be cold""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.96966147}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's 11 o'clock""}, {'transcript': 'its 11:00'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I'm on my way to the meeting"", 'confidence': 0.97219551}, {'transcript': 'I am on my way to the meeting'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I'm on my way to the meeting"", 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': 'the service is slick', 'confidence': 0.95931453}, {'transcript': 'the surface is slick'}, {'transcript': 'the circus is slick'}, {'transcript': 'the service is sick'}], 'final': True}",happy
"{'alternative': [{'transcript': 'I wonder what this is about', 'confidence': 0.97219545}], 'final': True}",happy
"{'alternative': [{'transcript': ""think I've seen this before"", 'confidence': 0.8694728}, {'transcript': 'think of seeing this before'}, {'transcript': ""think you're seeing this before""}, {'transcript': ""think I'm seeing this before""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.96471357}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's 11""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.95904231}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': ""don't forget a jacket"", 'confidence': 0.94522369}, {'transcript': ""don't forget the jacket""}, {'transcript': ""don't forget that jacket""}, {'transcript': ""don't forget our jacket""}, {'transcript': ""don't forget to jacket""}], 'final': True}",happy
"{'alternative': [{'transcript': 'the surface is slick', 'confidence': 0.97182542}, {'transcript': 'the service is slick'}, {'transcript': 'the surface of slick'}, {'transcript': 'the surface has slick'}, {'transcript': 'the surfaces slick'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I've seen this before"", 'confidence': 0.97219545}, {'transcript': 'I think I seen this before'}], 'final': True}",happy
"{'alternative': [{'transcript': ""we'll stop in a couple of minutes"", 'confidence': 0.93157417}, {'transcript': 'will stop in a couple of minutes'}, {'transcript': 'well stop in a couple of minutes'}, {'transcript': ""we'll talk in a couple of minutes""}, {'transcript': 'real stop in a couple of minutes'}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.93089604}, {'transcript': 'at 11:00'}, {'transcript': 'its 11:00'}, {'transcript': ""it's at 11:00""}, {'transcript': ""it's 11 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': 'I wonder what this is about', 'confidence': 0.97219545}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I've seen this before"", 'confidence': 0.90669256}, {'transcript': 'I think I seen this before'}, {'transcript': ""I think I'd seen this before""}, {'transcript': 'I think I see this before'}], 'final': True}",happy
"{'alternative': [{'transcript': 'maybe tomorrow it will be cold', 'confidence': 0.97219545}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.92325133}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's at 11:00""}], 'final': True}",happy
"{'alternative': [{'transcript': 'I wonder what this is about', 'confidence': 0.9710598}, {'transcript': 'I wonder if this is about'}, {'transcript': 'I wonder who this is about'}], 'final': True}",happy
"{'alternative': [{'transcript': 'that is exactly what happened', 'confidence': 0.97219545}, {'transcript': 'that is exactly what happens'}, {'transcript': ""that it's exactly what happened""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.9097476}, {'transcript': '11:00'}, {'transcript': 'its 11:00'}, {'transcript': 'to 11:00'}, {'transcript': 'till 11:00'}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.97093666}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': 'its 11:00'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I have a doctor's appointment"", 'confidence': 0.95820123}, {'transcript': 'I think I have a doctors appointment'}, {'transcript': ""I think I have the doctor's appointment""}, {'transcript': ""I think I have a doctors' appointment""}, {'transcript': ""I think I have doctor's appointment""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.96829677}, {'transcript': ""it's 11 o'clock""}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's at 11:00""}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like a new alarm clock', 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': ""don't forget a jacket"", 'confidence': 0.95921504}, {'transcript': ""don't forget""}, {'transcript': ""don't forget a junket""}, {'transcript': ""don't forget jacket""}, {'transcript': ""don't forget the jacket""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I have a doctor's appointment"", 'confidence': 0.94945908}, {'transcript': 'I think I have a doctors appointment'}, {'transcript': ""you think I have a doctor's appointment""}, {'transcript': ""I think I have a doctors' appointment""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I've seen this before"", 'confidence': 0.97043157}, {'transcript': 'I think I seen this before'}, {'transcript': 'I think I have seen this before'}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like a new alarm clock', 'confidence': 0.97041124}, {'transcript': 'I would like to new alarm clock'}, {'transcript': 'I would like the new alarm clock'}], 'final': True}",happy
"{'alternative': [{'transcript': 'the surface is slick', 'confidence': 0.96913952}, {'transcript': 'the circus is slick'}, {'transcript': 'the service is slick'}, {'transcript': 'the surface is sick'}, {'transcript': 'the surface is slick slick'}], 'final': True}",happy
"{'alternative': [{'transcript': 'well stop in a couple of minutes', 'confidence': 0.88739961}, {'transcript': 'will stop in a couple of minutes'}, {'transcript': ""we'll stop in a couple of minutes""}, {'transcript': 'stop in a couple of minutes'}], 'final': True}",happy
"{'alternative': [{'transcript': 'surface is slick', 'confidence': 0.95953488}, {'transcript': 'surfaces slick'}, {'transcript': 'the surface is slick'}, {'transcript': 'service is slick'}, {'transcript': 'Services slick'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I'm on my way to the meeting"", 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': 'I think I seen this before', 'confidence': 0.90572113}, {'transcript': ""I think I've seen this before""}, {'transcript': ""I think I'd seen this before""}, {'transcript': 'I think I see this before'}, {'transcript': ""I think I've seen those before""}], 'final': True}",happy
"{'alternative': [{'transcript': 'maybe tomorrow it will be cold', 'confidence': 0.95841354}, {'transcript': 'maybe tomorrow it would be cold'}, {'transcript': ""maybe tomorrow it'll be cold""}, {'transcript': 'maybe tomorrow will be cold'}], 'final': True}",happy
"{'alternative': [{'transcript': 'that is exactly what', 'confidence': 0.96105081}, {'transcript': 'that is exactly'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I have a doctor's appointment"", 'confidence': 0.95612365}, {'transcript': 'I think I have a doctors appointment'}, {'transcript': ""I think I have a doctors' appointment""}], 'final': True}",happy
"{'alternative': [{'transcript': ""maybe tomorrow it'll be cold"", 'confidence': 0.94577438}, {'transcript': 'maybe tomorrow it will be cold'}, {'transcript': 'cold'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I have a doctor's appointment"", 'confidence': 0.955082}, {'transcript': 'I think I have a doctors appointment'}, {'transcript': ""I think I'm a doctor's appointment""}, {'transcript': ""I think I've a doctor's appointment""}, {'transcript': ""I think have a doctor's appointment""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.96474779}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': 'the airplane is almost full', 'confidence': 0.94073582}, {'transcript': 'airplane is almost full'}, {'transcript': 'the airplane has almost full'}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.95282239}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's 11""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.92392457}, {'transcript': 'at 11:00'}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': 'the airplane is almost full', 'confidence': 0.96580809}, {'transcript': 'the airport is almost full'}, {'transcript': 'the air plate is almost full'}, {'transcript': 'the air flight is almost full'}, {'transcript': 'the airplane is almost fault'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I'm on my way to the meeting"", 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': 'the surface is slick', 'confidence': 0.9352991}, {'transcript': 'the service is slick'}, {'transcript': 'the surfaces slick'}, {'transcript': 'the surface is sick'}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.96530473}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's 11""}], 'final': True}",happy
"{'alternative': [{'transcript': 'well stop in a couple of minutes', 'confidence': 0.92827648}, {'transcript': ""we'll stop in a couple of minutes""}, {'transcript': 'will stop in a couple of minutes'}, {'transcript': 'well stop at a couple of minutes'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I'm on my way to the meeting"", 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': ""I'm on my way to the meeting"", 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': 'stop in a couple of minutes', 'confidence': 0.95927429}, {'transcript': 'well stop in a couple of minutes'}, {'transcript': 'oh stop in a couple of minutes'}, {'transcript': 'stop and a couple of minutes'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I'm on my way to the meeting"", 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': 'that is exactly what happened', 'confidence': 0.97219545}], 'final': True}",happy
"{'alternative': [{'transcript': ""don't forget a jacket"", 'confidence': 0.96691424}, {'transcript': ""don't forget the jacket""}, {'transcript': ""don't forget to jacket""}, {'transcript': ""don't forget jacket""}], 'final': True}",happy
"{'alternative': [{'transcript': ""don't forget a jacket"", 'confidence': 0.9625448}, {'transcript': ""don't forget a jack""}, {'transcript': ""don't forget to Jack""}, {'transcript': ""don't forget to jacket""}, {'transcript': ""don't forget the jacket""}], 'final': True}",happy
"{'alternative': [{'transcript': 'that is exactly what happened', 'confidence': 0.97219545}], 'final': True}",happy
"{'alternative': [{'transcript': 'that is exactly what happened', 'confidence': 0.97219545}, {'transcript': 'that is exactly what happen'}], 'final': True}",happy
"{'alternative': [{'transcript': ""don't forget a jacket"", 'confidence': 0.96990216}, {'transcript': ""don't forget to jacket""}, {'transcript': ""don't forget her jacket""}, {'transcript': ""don't forget jacket""}], 'final': True}",happy
"{'alternative': [{'transcript': ""don't forget a jacket"", 'confidence': 0.95875496}, {'transcript': ""don't forget the jacket""}, {'transcript': ""don't forget to jacket""}, {'transcript': ""don't forget her jacket""}, {'transcript': ""don't forget jacket""}], 'final': True}",happy
"{'alternative': [{'transcript': 'the circus is slick', 'confidence': 0.87758332}, {'transcript': 'the surface is slick'}, {'transcript': 'the service is slick'}, {'transcript': 'the circus is a slick'}, {'transcript': 'the circuses slick'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I'm on my way to the meeting"", 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I have a doctor's appointment"", 'confidence': 0.95367402}, {'transcript': 'I think I have a doctors appointment'}, {'transcript': ""think I have a doctor's appointment""}, {'transcript': 'think I have a doctors appointment'}, {'transcript': ""and I have a doctor's appointment""}], 'final': True}",happy
"{'alternative': [{'transcript': 'maybe tomorrow it will be cold', 'confidence': 0.97219545}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.93664694}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 7:00""}, {'transcript': ""it's 11""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I have a doctor's appointment"", 'confidence': 0.95632172}, {'transcript': 'I think I have a doctors appointment'}, {'transcript': ""I think I've a doctor's appointment""}], 'final': True}",happy
"{'alternative': [{'transcript': 'I wonder what this is about', 'confidence': 0.97195888}, {'transcript': 'I wonder if this is about'}], 'final': True}",happy
"{'alternative': [{'transcript': 'the airplane is almost full', 'confidence': 0.97219545}, {'transcript': 'the airplane has almost full'}], 'final': True}",happy
"{'alternative': [{'transcript': 'the airplane is almost full', 'confidence': 0.9721452}, {'transcript': 'the airplane is almost'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I'm on my way to the meeting"", 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like a new alarm clock', 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': ""don't forget a jacket"", 'confidence': 0.94501066}, {'transcript': ""don't forget to jacket""}, {'transcript': ""don't forget the jacket""}, {'transcript': ""don't forget""}, {'transcript': ""don't forget jacket""}], 'final': True}",happy
"{'alternative': [{'transcript': '11:00', 'confidence': 0.91141665}, {'transcript': ""it's 11:00""}, {'transcript': '7:00'}, {'transcript': '11'}, {'transcript': 'its 11:00'}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like a new alarm clock', 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.95733225}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11""}, {'transcript': ""it's 11:00 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I've seen this before"", 'confidence': 0.97219545}, {'transcript': 'I think I seen this before'}, {'transcript': ""I think I've seen I've seen this before""}, {'transcript': ""I think I've seen this before this before""}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like a new alarm clock', 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.96199429}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11""}, {'transcript': ""it's 11:00 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like a new alarm clock', 'confidence': 0.96723747}, {'transcript': 'I would like to do alarm clock'}, {'transcript': 'I would like to do a alarm clock'}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like an alarm clock', 'confidence': 0.88877201}, {'transcript': 'I would like a new alarm clock'}, {'transcript': 'I would like to know alarm clock'}, {'transcript': 'I would like you to alarm clock'}, {'transcript': 'I would like it to alarm clock'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I've seen this before"", 'confidence': 0.94555998}, {'transcript': ""I think I'd seen this before""}, {'transcript': 'I think I seen this before'}, {'transcript': 'I think I see this before'}, {'transcript': ""I think I'd see this before""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I've seen this before"", 'confidence': 0.97219545}, {'transcript': ""I think I've seen I've seen this before""}], 'final': True}",happy
"{'alternative': [{'transcript': ""don't forget a jacket"", 'confidence': 0.96731508}, {'transcript': ""don't forget to jacket""}, {'transcript': ""don't forget jacket""}, {'transcript': ""don't forget the jacket""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I have a doctor's appointment"", 'confidence': 0.96323138}, {'transcript': 'I think I have a doctors appointment'}, {'transcript': ""I think I've a doctor's appointment""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.94921094}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': 'that is exactly what happened', 'confidence': 0.97219545}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like a new alarm clock', 'confidence': 0.97219551}, {'transcript': 'I would like the new alarm clock'}, {'transcript': ""I'd like a new alarm clock""}, {'transcript': 'I would like to new alarm clock'}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.95722353}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': 'the surface is', 'confidence': 0.88263458}, {'transcript': 'the services'}, {'transcript': 'the surfaces'}, {'transcript': 'the service is'}, {'transcript': 'surface is'}], 'final': True}",happy
"{'alternative': [{'transcript': '11:00', 'confidence': 0.9257133}, {'transcript': ""it's 11:00""}, {'transcript': '7:00'}, {'transcript': '11'}, {'transcript': ""11 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I've seen this before"", 'confidence': 0.96748096}, {'transcript': ""I think I'm seeing this before""}, {'transcript': ""I think I'd seen this before""}, {'transcript': ""I think I'm seen this before""}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like a new alarm clock', 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': 'that is exactly what happened', 'confidence': 0.96583116}, {'transcript': 'that is exactly what happens'}, {'transcript': 'that is exactly what happen'}], 'final': True}",happy
"{'alternative': [{'transcript': 'the airplane is almost full', 'confidence': 0.97219545}, {'transcript': 'airplane is almost full'}], 'final': True}",happy
"{'alternative': [{'transcript': 'will stop in a couple of minutes', 'confidence': 0.88825303}, {'transcript': ""we'll stop in a couple of minutes""}, {'transcript': 'will stop at a couple of minutes'}, {'transcript': ""we'll stop at a couple of minutes""}], 'final': True}",happy
"{'alternative': [{'transcript': 'that is exactly what happened', 'confidence': 0.97219545}, {'transcript': 'that is exactly what'}, {'transcript': 'that is exactly what happened what happened'}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.9687047}, {'transcript': ""it's 11 o'clock""}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's a 11:00""}], 'final': True}",happy
"{'alternative': [{'transcript': 'the airplane is almost full', 'confidence': 0.96564019}, {'transcript': 'airplane is almost full'}, {'transcript': 'did the airplane is almost full'}, {'transcript': 'the airplane is almost full?'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I've seen this before"", 'confidence': 0.97219545}, {'transcript': ""think I've seen this before""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.96510565}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's a 11:00""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I've seen this before"", 'confidence': 0.9694398}, {'transcript': ""I think I've seen it before""}, {'transcript': 'I think I seen this before'}, {'transcript': 'I think I see this before'}, {'transcript': 'I think I have seen this before'}], 'final': True}",happy
"{'alternative': [{'transcript': ""maybe tomorrow it'll be cold"", 'confidence': 0.87572354}, {'transcript': 'maybe tomorrow will be cold'}, {'transcript': 'maybe tomorrow it will be cold'}, {'transcript': ""maybe tomorrow we'll be cold""}, {'transcript': 'maybe tomorrow would be cold'}], 'final': True}",happy
"{'alternative': [{'transcript': 'the service is slick', 'confidence': 0.91897881}, {'transcript': 'the surface is slick'}, {'transcript': 'the services slick'}, {'transcript': 'the service is sick'}, {'transcript': 'the service is slick slick'}], 'final': True}",happy
"{'alternative': [{'transcript': 'seen this before', 'confidence': 0.90961212}, {'transcript': ""I've seen this before""}, {'transcript': 'I seen this before'}, {'transcript': 'see this before'}, {'transcript': 'seeing this before'}], 'final': True}",happy
